"","X","SEX","RACE","RELIG","FUND","MARITAL","ATTEND","PREMARSX","XMARSEX","HOMOSEX","TEENSEX","ABANY","CAPPUN","GUNLAW","GRASS","PRAYER","NATCITY","NATHEAL","NATCRIME","NATDRUG","NATEDUC","NATRACE","NATFARE","NATROAD","NATMASS","CONCLERG","CONEDUC","CONFED","CONPRESS","CONJUDGE","CONLEGIS","FECHLD","FEHELP","FEPRESCH","FEFAM","RACDIF1","LIVEBLKS","MARBLK","DISCAFF","PARTY","IDEOLOGY","AGESUM","INCOME","EDUC2","REGION2","CITY","RURAL","PROT","NEWFUND"
"234",234,"female","White","Protestant","fundamentalist","Married","EVERY WEEK","Not wrong at all","Always wrong","Always wrong","Always wrong","No","Oppose","Favor",NA,"Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little",NA,NA,NA,NA,NA,NA,NA,"Disagree","Strong disagree","Agree","Agree",NA,"Not Favor/Opposd","Not Favor/Opposd","Not very likely","Independent","conservative","45 to 59","under $20,000","high school graduate","West","other urban county",0,1,3
"235",235,"female","White","Catholic","moderate","Married","SEVERAL TIMES WK",NA,"Always wrong","Always wrong",NA,"No","Oppose","Favor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"About right",NA,"great confidence","Hardly confidnce","some confidence","some confidence","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,NA,"Democrat","conservative","45 to 59","$35,000 to $59,000","college graduate","West","other urban county",0,0,NA
"236",236,"female","White","Protestant","liberal","Married","NEVER",NA,"Almst alwys wrng","Always wrong",NA,"No","Favor","Favor","Should not",NA,"About right","About right","Too little","About right","About right","About right","Too much","About right","Too little","some confidence","some confidence","Hardly confidnce","Hardly confidnce","some confidence","Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Republican","conservative","30 to 44","$60,000 or more","high school graduate","West","other urban county",0,1,1
"237",237,"female","White","Protestant","liberal","Widowed","SEVERAL TIMES YR","Almst alwys wrng",NA,NA,"Almst alwys wrng",NA,"Oppose",NA,"Should not","Disapprove",NA,"About right","About right","Too little","About right",NA,"About right","Too little",NA,"some confidence","some confidence","some confidence","some confidence","some confidence","Hardly confidnce","Agree","Agree","Disagree","Disagree","No","Not Favor/Opposd","Not Favor/Opposd",NA,"Republican","conservative","60 or older","$20,000 to $34,999","high school graduate","West","other urban county",0,1,1
"238",238,"male","White","Protestant","liberal","Married","EVERY WEEK","Always wrong","Always wrong","Wrong sometimes","Always wrong","Yes","Oppose","Favor",NA,"Disapprove","Too little","Too little","Too little","Too little","Too little","Too little","About right","Too little","Too little",NA,NA,NA,NA,NA,NA,"Agree","Disagree","Disagree","Disagree","No","Not Favor/Opposd","Not Favor/Opposd","Somewhat likely","Republican","moderate","30 to 44","$35,000 to $59,000","high school graduate","West","other urban county",0,1,1
"239",239,"female","White","Catholic","moderate","Married","EVERY WEEK",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","Too little","some confidence","great confidence","some confidence","great confidence","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Democrat","moderate","60 or older","$35,000 to $59,000","college graduate","West","other urban county",0,0,NA
"240",240,"male","White",NA,NA,"Married","2-3 TIMES MONTH","Not wrong at all",NA,NA,"Always wrong",NA,"Favor",NA,"Should","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","Too little","great confidence","some confidence","Hardly confidnce","Hardly confidnce","great confidence","Hardly confidnce","Agree","Strong disagree","Strong disagree","Strong disagree","Yes","Very Much Favor","Very Much Favor",NA,"Independent","moderate","45 to 59","$35,000 to $59,000","some college","West","other urban county",0,0,NA
"241",241,"male","White","Catholic","moderate","Never married","ONCE OR TWICE YR",NA,"Not wrong at all","Always wrong",NA,"No","Favor","Oppose","Should not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"great confidence","some confidence","some confidence","some confidence","some confidence","great confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Democrat","moderate","18 to 29","$20,000 to $34,999","some college","West","other urban county",0,0,NA
"242",242,"male","White","Protestant","moderate","Married","NEVER",NA,"Always wrong","Always wrong",NA,NA,"Oppose","Favor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"About right","Too much","great confidence","Hardly confidnce","Hardly confidnce","some confidence","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","conservative","60 or older","under $20,000","high school graduate","North Central","other urban county",0,1,NA
"243",243,"female","White","Protestant","fundamentalist","Never married","2-3 TIMES MONTH","Wrong sometimes","Always wrong","Wrong sometimes","Always wrong","No","Favor","Favor",NA,"Approve","Too little","Too little","Too little","Too little","Too little","Too little","About right","About right","About right",NA,NA,NA,NA,NA,NA,"Strongly agree","Disagree","Strong disagree","Strong disagree","Yes","Somewhat Favor","Not Favor/Opposd","Somewhat likely","Republican","conservative","18 to 29","$60,000 or more","college graduate","North Central","other urban county",0,1,3
"244",244,"male","White","Protestant","fundamentalist","Married","2-3 TIMES MONTH","Not wrong at all",NA,NA,"Not wrong at all",NA,"Favor",NA,"Should not","Approve",NA,NA,NA,NA,NA,NA,NA,"About right","About right","some confidence","some confidence","Hardly confidnce","some confidence","Hardly confidnce","Hardly confidnce","Strongly agree","Strong disagree","Disagree","Disagree","Yes","Not Favor/Opposd","Not Favor/Opposd",NA,"Independent","conservative","45 to 59","$60,000 or more","college graduate","North Central","other urban county",0,1,3
"245",245,"female","White","Protestant","moderate","Married","EVERY WEEK",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","About right","some confidence","some confidence","Hardly confidnce","Hardly confidnce","Hardly confidnce","some confidence",NA,NA,NA,NA,NA,NA,NA,"Very likely","Republican","conservative","45 to 59","$35,000 to $59,000","college graduate","North Central","other urban county",0,1,NA
"246",246,"female","White","Protestant","fundamentalist","Never married","ONCE A MONTH","Not wrong at all","Always wrong","Not wrong at all","Almst alwys wrng","Yes","Favor",NA,NA,"Approve",NA,NA,NA,NA,NA,NA,NA,NA,"Too little",NA,NA,NA,NA,NA,NA,"Strongly agree","Strong disagree","Disagree","Strong disagree","No","Somewhat Favor","Very Much Favor","Somewhat likely","Democrat","liberal","30 to 44","$35,000 to $59,000","college graduate","North Central","other urban county",0,1,3
"247",247,"male","White","Protestant","fundamentalist","Married","LESS ONCE A YEAR",NA,"Always wrong",NA,NA,"No","Favor","Oppose","Should not",NA,NA,"Too little","Too little","Too little","About right","Too much","About right","About right",NA,"some confidence","some confidence","some confidence","some confidence","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","moderate","45 to 59","$35,000 to $59,000","high school graduate","North Central","other urban county",0,1,3
"248",248,"female","White","Protestant","fundamentalist","Widowed","EVERY WEEK",NA,"Always wrong","Always wrong",NA,"No","Favor","Oppose","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right",NA,"great confidence","great confidence","great confidence","Hardly confidnce","some confidence","great confidence",NA,NA,NA,NA,NA,NA,NA,NA,"Democrat","conservative","60 or older","$20,000 to $34,999","high school graduate","North Central","other urban county",0,1,3
"249",249,"male","White","Other",NA,"Married","ONCE OR TWICE YR","Wrong sometimes",NA,NA,"Almst alwys wrng",NA,NA,NA,NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"About right","Too little","some confidence","some confidence","Hardly confidnce","Hardly confidnce","Hardly confidnce","some confidence","Agree","Strong disagree","Disagree","Strong disagree","Yes","Not Favor/Opposd","Not Favor/Opposd",NA,"Independent","liberal","30 to 44","$60,000 or more","college graduate","North Central","other urban county",0,0,NA
"250",250,"female","White","Protestant","fundamentalist","Married","EVERY WEEK",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should not",NA,"About right","Too little","About right","Too little","Too little","Too little","About right","About right","About right","great confidence","great confidence","some confidence","Hardly confidnce","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Very likely","Democrat","conservative","30 to 44","$35,000 to $59,000","college graduate","North Central","other urban county",0,1,3
"251",251,"female","White","Protestant","fundamentalist","Widowed","SEVERAL TIMES WK",NA,"Always wrong","Always wrong",NA,"No","Oppose","Favor","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"Too much","Too little","great confidence","Hardly confidnce",NA,"Hardly confidnce",NA,"Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,NA,"Republican","liberal","60 or older","under $20,000","less than h.s. diploma","North Central","other urban county",0,1,3
"252",252,"male","White","Protestant","fundamentalist","Married","NEARLY EVERY WK",NA,"Always wrong","Always wrong",NA,"No","Oppose","Oppose","Should not",NA,NA,NA,NA,"Too little","About right","Too little",NA,"Too little",NA,"great confidence","great confidence","great confidence","some confidence","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Not very likely","Democrat","moderate","60 or older","under $20,000","less than h.s. diploma","North Central","other urban county",0,1,3
"253",253,"female","White","Other",NA,"Married","EVERY WEEK","Always wrong","Always wrong","Always wrong","Always wrong","No","Favor","Favor",NA,"Disapprove","Too little","About right","Too little","Too little","Too little","Too little","Too much","About right","About right",NA,NA,NA,NA,NA,NA,"Strong disagree","Disagree","Agree",NA,NA,"Not Favor/Opposd","Very Much Favor","Very likely","Republican","moderate","18 to 29","under $20,000","high school graduate","North Central","other urban county",0,0,NA
"254",254,"male","White","Protestant","fundamentalist","Married","NEVER","Always wrong","Always wrong","Always wrong","Always wrong",NA,"Favor","Favor",NA,"Disapprove",NA,"Too little","Too little","Too little","Too little","Too little","Too much","About right","Too little",NA,NA,NA,NA,NA,NA,"Disagree","Disagree","Agree","Disagree",NA,"Not Favor/Opposd","Not Favor/Opposd","Very likely","Independent","conservative","45 to 59","$60,000 or more","less than h.s. diploma","North Central","other urban county",0,1,3
"255",255,"female","White","Protestant","fundamentalist","Married","EVERY WEEK","Always wrong","Always wrong","Always wrong","Always wrong","No","Oppose","Oppose",NA,"Disapprove",NA,NA,NA,NA,NA,NA,NA,"About right","Too little",NA,NA,NA,NA,NA,NA,"Disagree","Disagree","Agree","Disagree","Yes","Very Much Favor","Somewhat Favor","Somewhat likely","Republican","conservative","45 to 59","$60,000 or more","college graduate","West","other urban county",0,1,3
"256",256,"male","White","Catholic","moderate","Married","EVERY WEEK","Always wrong",NA,NA,"Always wrong",NA,"Favor",NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","Too much","great confidence","some confidence","some confidence","Hardly confidnce","some confidence","some confidence","Disagree","Agree","Agree","Agree","Yes","Somewhat Opposed","Not Favor/Opposd",NA,"Republican","conservative","30 to 44","$60,000 or more","college graduate","West","other urban county",0,0,NA
"257",257,"female","White","Protestant","moderate","Married","2-3 TIMES MONTH",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should not",NA,"About right","Too much","About right","About right","About right","About right","Too much","About right","About right","some confidence","some confidence","some confidence","Hardly confidnce","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Republican","conservative","30 to 44","$35,000 to $59,000","college graduate","West","other urban county",0,1,NA
"258",258,"female","White","Catholic","moderate","Married","EVERY WEEK","Not wrong at all",NA,NA,"Almst alwys wrng",NA,"Oppose",NA,"Should not","Approve","About right","Too little","About right","About right","Too little","Too little","Too little","About right","About right","some confidence","some confidence","some confidence","some confidence","some confidence","some confidence","Agree","Disagree","Disagree","Disagree","No","Not Favor/Opposd","Not Favor/Opposd",NA,"Democrat","liberal","45 to 59","$35,000 to $59,000","college graduate","West","other urban county",0,0,NA
"259",259,"female","White","Protestant","moderate","Widowed","SEVERAL TIMES WK",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should",NA,NA,NA,NA,NA,NA,NA,NA,"About right",NA,"some confidence","some confidence","great confidence","Hardly confidnce","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Very likely","Independent","moderate","60 or older","$20,000 to $34,999","high school graduate","West","other urban county",0,1,NA
"260",260,"female","White","Protestant","liberal","Married","EVERY WEEK","Almst alwys wrng","Almst alwys wrng","Not wrong at all","Almst alwys wrng","No","Favor","Favor",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"Too little","Too little",NA,NA,NA,NA,NA,NA,"Strongly agree","Strongly agree","Disagree","Agree","No","Somewhat Opposed","Somewhat Opposed","Somewhat likely","Independent","moderate","60 or older","$20,000 to $34,999","high school graduate","West","other urban county",0,1,1
"261",261,"female","White","Protestant","moderate","Married","NEVER",NA,"Always wrong","Not wrong at all",NA,"Yes","Favor","Favor","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","About right","Hardly confidnce","some confidence","Hardly confidnce","some confidence","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Republican","liberal","18 to 29","$20,000 to $34,999","college graduate","West","other urban county",0,1,NA
"262",262,"female","White","Protestant","liberal","Divorced","EVERY WEEK",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should not",NA,"Too little","Too little","Too little","Too little","Too little","About right","Too much","Too little","About right","great confidence","great confidence","some confidence","some confidence","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Democrat","moderate","60 or older","under $20,000","some college","West","other urban county",0,1,1
"263",263,"male","White","None","liberal","Never married","NEVER","Not wrong at all","Always wrong","Not wrong at all","Not wrong at all","Yes","Oppose","Favor",NA,"Approve","About right","Too little","Too much","Too much","Too little","Too little","Too little","About right","Too little",NA,NA,NA,NA,NA,NA,"Agree","Strong disagree","Disagree","Strong disagree",NA,"Not Favor/Opposd","Not Favor/Opposd","Not very likely","Democrat","liberal","18 to 29","$20,000 to $34,999","college graduate","West","other urban county",0,0,1
